image_link,title,description,link,price,sale_price,facebook_product_category,condition,availability,status,brand,id,item_group_id,size,google_product_category
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479291997_yawf4e.png?v=100gms,"Nalla Kaaram - 100gms","High fiber, gut-friendly spice! A wholesome Andhra classic made with tamarind, dals, and garlic. High in fiber and flavor. Ingredients: Dry Red Chilly, Chickpea, Urad Dal, Tamarind, Garlic, Coriander, Cumin, Salt, Ghee, Ginger, Jaggery, Curry Leaf",https://telugudelicacies.com/sales/nalla-kaaram,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,nalla-kaaram-100gms,nalla-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479291997_yawf4e.png?v=250gms,"Nalla Kaaram - 250gms","High fiber, gut-friendly spice! A wholesome Andhra classic made with tamarind, dals, and garlic. High in fiber and flavor. Ingredients: Dry Red Chilly, Chickpea, Urad Dal, Tamarind, Garlic, Coriander, Cumin, Salt, Ghee, Ginger, Jaggery, Curry Leaf",https://telugudelicacies.com/sales/nalla-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,nalla-kaaram-250gms,nalla-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479291997_yawf4e.png?v=500gms,"Nalla Kaaram - 500gms","High fiber, gut-friendly spice! A wholesome Andhra classic made with tamarind, dals, and garlic. High in fiber and flavor. Ingredients: Dry Red Chilly, Chickpea, Urad Dal, Tamarind, Garlic, Coriander, Cumin, Salt, Ghee, Ginger, Jaggery, Curry Leaf",https://telugudelicacies.com/sales/nalla-kaaram,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,nalla-kaaram-500gms,nalla-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479352558_umbcec.png?v=100gms,"Avisaginjala Kaaram - 100gms","Healthy Bite, Enriched with Ragi. A wholesome podi enriched with flax seeds and finger millet (ragi). Nutty, spicy, and lightly sweet. Ingredients: Flax Seed, Urad Dal, Peanuts, Finger Millet, Dry Red Chilly, Salt, Garlic, Tamarind, Jaggery, Cardamom, Cinnamon, Cinnamon, Cloves",https://telugudelicacies.com/sales/avisaginjala-kaaram,90 INR,90 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,avisaginjala-kaaram-100gms,avisaginjala-kaaram,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479352558_umbcec.png?v=250gms,"Avisaginjala Kaaram - 250gms","Healthy Bite, Enriched with Ragi. A wholesome podi enriched with flax seeds and finger millet (ragi). Nutty, spicy, and lightly sweet. Ingredients: Flax Seed, Urad Dal, Peanuts, Finger Millet, Dry Red Chilly, Salt, Garlic, Tamarind, Jaggery, Cardamom, Cinnamon, Cinnamon, Cloves",https://telugudelicacies.com/sales/avisaginjala-kaaram,175 INR,175 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,avisaginjala-kaaram-250gms,avisaginjala-kaaram,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/site-assets/1766479352558_umbcec.png?v=500gms,"Avisaginjala Kaaram - 500gms","Healthy Bite, Enriched with Ragi. A wholesome podi enriched with flax seeds and finger millet (ragi). Nutty, spicy, and lightly sweet. Ingredients: Flax Seed, Urad Dal, Peanuts, Finger Millet, Dry Red Chilly, Salt, Garlic, Tamarind, Jaggery, Cardamom, Cinnamon, Cinnamon, Cloves",https://telugudelicacies.com/sales/avisaginjala-kaaram,315 INR,315 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,avisaginjala-kaaram-500gms,avisaginjala-kaaram,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479534519_27pbvm.png?v=100gms,"Karivepaku Podi - 100gms","Earthy. Spicy. Naturally Good! A must-try Andhra specialty made with fragrant curry leaves, dals, and spices. Ingredients: Curry Leaf, Garlic, Urad Dal, Dry Red Chilly, Chickpea, Coriander, Tamarind, Salt, Urad Dal Tempering, Cumin, Fenugreek",https://telugudelicacies.com/sales/karivepaku-podi,100 INR,100 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,karivepaku-podi-100gms,karivepaku-podi,100gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479534519_27pbvm.png?v=250gms,"Karivepaku Podi - 250gms","Earthy. Spicy. Naturally Good! A must-try Andhra specialty made with fragrant curry leaves, dals, and spices. Ingredients: Curry Leaf, Garlic, Urad Dal, Dry Red Chilly, Chickpea, Coriander, Tamarind, Salt, Urad Dal Tempering, Cumin, Fenugreek",https://telugudelicacies.com/sales/karivepaku-podi,185 INR,185 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,karivepaku-podi-250gms,karivepaku-podi,250gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766479534519_27pbvm.png?v=500gms,"Karivepaku Podi - 500gms","Earthy. Spicy. Naturally Good! A must-try Andhra specialty made with fragrant curry leaves, dals, and spices. Ingredients: Curry Leaf, Garlic, Urad Dal, Dry Red Chilly, Chickpea, Coriander, Tamarind, Salt, Urad Dal Tempering, Cumin, Fenugreek",https://telugudelicacies.com/sales/karivepaku-podi,335 INR,335 INR,Food & Beverages > Food Items > Condiments & Sauces > Spices & Seasonings,new,in stock,active,Telugu Delicacies,karivepaku-podi-500gms,karivepaku-podi,500gms,ready-to-eat
https://pfffotghmcofyrvqynbl.supabase.co/storage/v1/object/public/product-images/1766988749432_y63qpr.png?v=10 pcs,"Wheat Chapathi - 10 pcs","Soft, wholesome wheat chapathi made from carefully selected wheat flour. Perfect balance of nutrition and taste, ideal for wrapping curries or enjoying with dal and vegetables.",https://telugudelicacies.com/sales/wheat-chapathi,85 INR,85 INR,Food & Beverages > Food Items > Bakery > Bread & Buns,new,in stock,active,Telugu Delicacies,wheat-chapathi-10pcs,wheat-chapathi,10 pcs,ready-to-cook
